favorites_count,id,retweet_count
297,667453023279554560,84
745,667443425659232256,542
428,667437278097252352,223
295,667435689202614272,79
446,667405339315146752,211
185,667393430834667520,52
349,667369227918143488,153
463,667211855547486208,224
583,667200525029539841,245
365,667192066997374976,92
709,667188689915760640,375
13562,667182792070062081,5784
183,667177989038297088,51
581,667176164155375616,429
234,667174963120574464,73
210,667171260800061440,77
2547,667165590075940865,1054
242,667160273090932737,59
45220,667152164079423490,15877
4339,667138269671505920,2050
317,667119796878725120,122
316,667090893657276420,117
379,667073648344346624,112
79,667070482143944705,13
160,667065535570550784,41
209,667062181243039745,49
175,667044094246576128,46
425,667012601033924608,210
229,666996132027977728,84
2413,666983947667116034,914
763,666837028449972224,516
201,666835007768551424,75
242,666826780179869698,87
484,666817836334096384,236
219,666804364988780544,85
711,666786068205871104,454
363,666781792255496192,177
329,666776908487630848,161
223,666739327293083650,61
407,666701168228331520,203
175,666691418707132416,45
1055,666649482315059201,577
220,666644823164719104,76
486,666454714377183233,199
98,666447344410484738,18
115,666437273139982337,42
157,666435652385423360,47
293,666430724426358785,177
153,666428276349472768,76
296,666421158376562688,105
114,666418789513326592,42
408,666411507551481857,295
100,666407126856765440,32
156,666396247373291520,75
172,666373753744588802,82
719,666362758909284353,516
196,666353288456101888,64
273,666345417576210432,128
180,666337882303524864,83
462,666293911632134144,317
135,666287406224695296,60
160,666273097616637952,70
96,666268910803644416,32
13545,666104133288665088,5932
70,666102155909144576,11
142,666099513787052032,58
153,666094000022159362,66
102,666082916733198337,41
294,666073100786774016,145
135,666071193221509120,52
446,666063827256086533,195
105,666058600524156928,53
267,666057090499244032,124
406,666055525042405380,219
1119,666051853826850816,770
124,666050758794694657,51
96,666049248165822465,40
269,666044226329800704,130
111,666033412701032449,41
120,666029285002620928,42
2394,666020888022790149,459
